1AWR	9	5	0	18	75
1CKA	11	11	0	33	146
1CZY	0	3	0	12	109
1D4T	14	12	1	24	82
1DDV	0	4	0	16	61
1DKX	0	8	0	26	86
1EG4	3	3	0	20	114
1ER8	17	7	4	27	152
1GYB	5	4	0	15	69
1HC9	14	8	6	14	45
1IHJ	0	6	0	10	49
1JD5	0	5	0	25	69
1JWG	9	3	0	8	71
1LVM	27	10	7	35	108
1MFG	0	5	0	16	57
1N7F	0	8	0	16	68
1NQ7	0	9	0	23	127
1NTV	18	11	0	22	89
1NVR	4	4	0	26	129
1NX1	0	7	0	28	101
1OAI	10	19	6	21	55
1QKZ	7	2	0	6	112
1RXZ	15	7	5	20	110
1SE0	11	6	0	21	85
1SFI	12	17	7	19	98
1SSH	9	14	2	14	34
1T4F	11	24	2	28	88
1T7R	0	4	0	14	106
1TP5	0	9	0	15	59
1TW6	0	8	0	18	68
1U00	0	8	0	28	85
1UJ0	9	11	0	27	69
1W9E	0	11	0	17	43
1X2R	0	2	0	4	116
1YMT	0	12	0	15	115
1YWO	0	7	0	14	42
2A3I	10	4	0	19	120
2AK5	8	4	1	13	40
2B9H	11	14	3	30	151
2C3I	17	12	4	20	123
2CCH	0	10	0	25	116
2D0N	0	6	0	18	40
2DS8	6	9	0	22	34
2FMF	8	4	0	19	62
2FOJ	7	7	0	20	84
2FVJ	8	5	2	19	127
2H9M	9	4	0	16	121
2HO2	5	6	0	19	41
2HPL	8	8	0	18	61
2J6F	9	13	3	26	55
2JAM	7	3	1	15	113
2O02	18	19	2	42	130
2O4J	10	6	2	11	114
2O9V	0	6	0	8	37
2P0W	15	8	0	24	149
2P54	9	6	2	20	122
2PUY	13	11	2	18	47
2VJ0	0	3	0	18	126
2ZJD	14	8	0	25	76
3CVP	13	11	1	17	143
3D1E	11	11	5	34	168
3D9T	0	4	0	22	69
