1AWR	9	10	2	14	75
1CKA	11	12	0	25	146
1CZY	0	6	0	12	109
1D4T	14	8	1	18	82
1DDV	0	5	0	14	61
1DKX	0	12	0	17	86
1EG4	3	3	0	14	114
1ER8	17	12	7	19	152
1GYB	5	6	0	14	69
1HC9	14	10	5	13	45
1IHJ	0	5	0	9	49
1JD5	0	5	0	18	69
1JWG	9	2	0	6	71
1LVM	27	17	13	27	108
1MFG	0	6	0	12	57
1N7F	0	11	0	15	68
1NQ7	0	10	0	18	127
1NTV	18	12	0	16	89
1NVR	4	3	0	14	129
1NX1	0	7	0	16	101
1OAI	10	18	6	20	55
1QKZ	7	2	0	6	112
1RXZ	15	6	4	19	110
1SE0	11	4	0	10	85
1SFI	12	17	7	19	98
1SSH	9	10	2	12	34
1T4F	11	19	2	25	88
1T7R	0	4	0	8	106
1TP5	0	12	0	14	59
1TW6	0	8	0	17	68
1U00	0	11	0	19	85
1UJ0	9	11	0	23	69
1W9E	0	9	0	14	43
1X2R	0	2	0	2	116
1YMT	0	5	0	10	115
1YWO	0	10	0	12	42
2A3I	10	4	0	15	120
2AK5	8	4	1	12	40
2B9H	11	8	0	25	151
2C3I	17	11	4	15	123
2CCH	0	19	0	24	116
2D0N	0	6	0	14	40
2DS8	6	12	4	18	34
2FMF	8	7	0	16	62
2FOJ	7	5	0	13	84
2FVJ	8	6	1	13	127
2H9M	9	9	0	14	121
2HO2	5	9	0	14	41
2HPL	8	17	1	17	61
2J6F	9	12	2	22	55
2JAM	7	3	0	11	113
2O02	18	15	2	24	130
2O4J	10	8	2	10	114
2O9V	0	4	0	6	37
2P0W	15	7	0	17	149
2P54	9	6	1	15	122
2PUY	13	17	2	19	47
2VJ0	0	3	0	9	126
2ZJD	14	11	4	24	76
3CVP	13	5	1	11	143
3D1E	11	16	8	24	168
3D9T	0	6	0	15	69
