1AWR	9	10	2	18	75
1CKA	11	19	0	33	146
1CZY	0	6	0	12	109
1D4T	14	13	1	28	82
1DDV	0	5	0	17	61
1DKX	0	16	0	28	86
1EG4	3	7	0	23	114
1ER8	17	15	7	27	152
1GYB	5	6	0	17	69
1HC9	14	12	7	15	45
1IHJ	0	6	0	10	49
1JD5	0	7	0	26	69
1JWG	9	3	0	10	71
1LVM	27	23	16	37	108
1MFG	0	9	0	18	57
1N7F	0	13	0	17	68
1NQ7	0	20	0	24	127
1NTV	18	14	0	26	89
1NVR	4	4	0	27	129
1NX1	0	7	0	30	101
1OAI	10	20	6	22	55
1QKZ	7	2	0	6	112
1RXZ	15	7	5	20	110
1SE0	11	9	0	23	85
1SFI	12	18	7	20	98
1SSH	9	15	3	15	34
1T4F	11	26	2	30	88
1T7R	0	6	0	14	106
1TP5	0	16	0	18	59
1TW6	0	8	0	22	68
1U00	0	15	0	30	85
1UJ0	9	14	0	27	69
1W9E	0	19	0	21	43
1X2R	0	2	0	4	116
1YMT	0	12	0	15	115
1YWO	0	11	0	14	42
2A3I	10	4	0	19	120
2AK5	8	4	1	13	40
2B9H	11	16	4	32	151
2C3I	17	12	4	20	123
2CCH	0	20	0	27	116
2D0N	0	12	0	20	40
2DS8	6	13	4	22	34
2FMF	8	11	0	20	62
2FOJ	7	11	0	22	84
2FVJ	8	8	3	21	127
2H9M	9	8	0	16	121
2HO2	5	14	1	19	41
2HPL	8	18	1	18	61
2J6F	9	26	4	26	55
2JAM	7	3	1	15	113
2O02	18	26	2	48	130
2O4J	10	9	2	14	114
2O9V	0	7	0	13	37
2P0W	15	8	0	30	149
2P54	9	11	2	23	122
2PUY	13	18	2	20	47
2VJ0	0	3	0	20	126
2ZJD	14	11	4	25	76
3CVP	13	13	1	19	143
3D1E	11	17	8	39	168
3D9T	0	7	0	22	69
